CustomerName,Email,Phone,Price,Quantity,SKU,Description,ShippingStreet,ShippingCity,ShippingState,ShippingZip,OrderNotes
Metro Supplies,metro.supplies@fastmail.com,+91-9380445308,91.14,42,AUDIO-4307,Nitrile Gloves M 100pk,"957, College Road",Chandigarh,CH,160001,
Eclipse Logistics,eclipse.logistics@company.in,+91-9717251333,29.32,10,LABEL-5047,Tamper Seal 100pk,"577, Sector",Allahabad,UP,211001,Call before delivery
Helix Suppliers,helix.suppliers@proton.me,+91-8158794645,11.21,49,CABLE-7486,Car Charger 36W,"20, College Road",Mumbai,MH,400001,Standard shipping
Polaris Retail,polaris.retail@nexusmail.com,+91-7077552184,29.17,43,SEAL-6266,Air Purifier Filter,"572, Market Complex",Bhopal,MP,462001,Call before delivery
Astra Corporation,astra.corporation@nexusmail.com,+91-7350019755,22.75,40,AUDIO-2629,Air Purifier Filter,"741, Lake View Rd",Bhopal,MP,462001,Leave at front door
Astra Corporation,astra.corporation@icloud.com,+91-8595942747,9.74,3,CHARG-9941,Pallet Rack 96in,"385, Main St",Chandigarh,CH,160001,
InnovateTech,innovatetech@gmail.com,+91-7363871845,199.47,18,CABLE-1213,Air Purifier Filter,"794, Station Road",Srinagar,JK,190001,Leave at front door
Orion Industries,orion.industries@outlook.com,+91-7288367443,30.29,38,AUDIO-5372,Wire Shelving Unit 5-tier,"560, Hospital Road",Lucknow,UP,226001,Weekend delivery
Titan Trading,titan.trading@company.in,+91-7222851151,13.55,19,PACK-7305,Smart Bulb WiFi,"189, Ring Road",Goa,GA,403001,
Delta Commerce,delta.commerce@nexusmail.com,+91-7848743470,23.79,24,SCAN-0380,HDMI Cable 6ft,"123, MG Road",Guwahati,AS,781001,
Orion Industries,orion.industries@proton.me,+91-9991677143,51.32,32,PACK-0266,Wire Shelving Unit 5-tier,"448, Main St",Tiruvananthapuram,KL,695001,Rush delivery needed
Vega Exports,vega.exports@rediffmail.com,+91-7219919902,15.29,32,RACK-1510,Platform Truck 600lb,"800, Park Ave",Bhubaneswar,OD,751001,
Omega Brands,omega.brands@outlook.com,+91-9130435020,131.68,6,TOOL-7061,Car Charger 36W,"477, Lake View Rd",Udaipur,RJ,313001,Office hours only
Horizon Wholesale,horizon.wholesale@outlook.com,+91-8487879168,20.58,5,SEAL-0352,Bubble Wrap Roll,"589, Business Center",Srinagar,JK,190001,Call before delivery
Acme Corp,acme.corp@icloud.com,+91-7493143928,28.89,2,AUDIO-9575,Air Purifier Filter,"546, Lake View Rd",Visakhapatnam,AP,530001,Standard shipping
Atlas Merchants,atlas.merchants@nexusmail.com,+91-7485837019,128.60,46,CASE-2976,Power Adapter 100W,"27, Market Complex",Amritsar,PB,143001,
Nova Distributors,nova.distributors@gmail.com,+91-9852651331,6.81,35,AUDIO-3422,LED Desk Lamp,"311, Industrial Blvd",Jaipur,RJ,302001,Call before delivery
Orion Industries,orion.industries@company.in,+91-7403459166,3.10,14,WIDGET-7274,Smart Bulb WiFi,"390, Main St",Ludhiana,PB,141001,Express delivery
Delta Commerce,delta.commerce@zoho.com,+91-9668926338,26.07,13,TOOL-2869,Warehouse Vest Orange,"936, Tower Road",Tiruvananthapuram,KL,695001,Office hours only
Astra Corporation,astra.corporation@fastmail.com,+91-9426989278,23.47,11,PACK-5192,Packing Tape 36yd,"196, Technology Park",Pune,MH,411001,Express delivery
GlobalMart,globalmart@fastmail.com,+91-7052910951,30.02,31,PACK-6882,Bubble Wrap Roll,"985, College Road",Allahabad,UP,211001,Express delivery
InnovateTech,innovatetech@rediffmail.com,+91-9136449412,59.73,20,AUDIO-1384,Receipt Printer Thermal,"660, Hospital Road",Allahabad,UP,211001,
Zenith Group,zenith.group@zoho.com,+91-7461142636,201.58,18,BATT-9251,Aluminum Widget,"132, Market Complex",Delhi,DL,110001,Rush delivery needed
PrimeSourcing,primesourcing@outlook.com,+91-7687596632,88.23,49,CASE-6090,Mobile Computer PDA,"425, College Road",Chandigarh,CH,160001,
NexGen Logistics,nexgen.logistics@proton.me,+91-9652297643,13.85,12,BATT-5982,USB-C Hub 7-in-1,"806, Industrial Blvd",Nagpur,MH,440001,
Acme Corp,acme.corp@zoho.com,+91-7868991515,13.49,20,FILTER-0467,Plastic Widget XL,"340, Main St",Bhopal,MP,462001,
Horizon Wholesale,horizon.wholesale@zoho.com,+91-8767759418,10.64,48,SCAN-8605,Lithium Battery Pack,"162, Park Ave",Bangalore,KA,560001,Rush delivery needed
Acme Corp,acme.corp@rediffmail.com,+91-8558770874,5.94,6,SEAL-8794,Thermal Label 4x6 250pk,"138, College Road",Ludhiana,PB,141001,Handle with care
Nova Distributors,nova.distributors@gmail.com,+91-7420052320,16.59,31,CART-5990,Mobile Computer PDA,"685, Station Road",Rajkot,GJ,360001,Leave at front door
InnovateTech,innovatetech@zoho.com,+91-8686627014,128.78,48,CABLE-3696,Basic Tool Set,"762, Park Ave",Mysore,KA,570001,Gift wrap please
Polaris Retail,polaris.retail@proton.me,+91-7604996424,33.99,40,CASE-5385,Address Label 100pk,"685, Tower Road",Meerut,UP,250001,Leave at front door
Vega Exports,vega.exports@fastmail.com,+91-9166629034,12.30,49,RACK-0561,Shipping Box L,"648, Main St",Faridabad,HR,121001,Call before delivery
Vertex Solutions,vertex.solutions@nexusmail.com,+91-9604341172,9.53,1,BATT-6501,Air Purifier Filter,"12, Tower Road",Nagpur,MH,440001,
Sigma Networks,sigma.networks@zoho.com,+91-8329269258,301.47,13,LIGHT-7426,Mobile Computer PDA,"270, Market Complex",Amritsar,PB,143001,Office hours only
Delta Commerce,delta.commerce@yahoo.com,+91-9924634421,24.69,42,CHARG-5587,Cut Resistant Gloves L,"791, Market Complex",Faridabad,HR,121001,Call before delivery
Delta Commerce,delta.commerce@yahoo.com,+91-8197465904,11.04,49,PRINT-0417,Utility Cart 300lb,"130, Park Ave",Srinagar,JK,190001,
Quantum Distribution,quantum.distribution@zoho.com,+91-9861655563,350.84,8,CASE-7415,Tamper Seal 100pk,"567, Park Ave",Pune,MH,411001,Fragile items
Phoenix Trade,phoenix.trade@fastmail.com,+91-9230139079,21.77,26,WIDGET-3256,Shipping Box S,"539, Tower Road",Nagpur,MH,440001,
Helix Suppliers,helix.suppliers@outlook.com,+91-8767640202,51.19,34,UNIF-2733,Shipping Box M,"163, Park Ave",Goa,GA,403001,Call before delivery
Titan Trading,titan.trading@outlook.com,+91-8389436502,9.15,49,CHARG-0802,Bubble Wrap Roll,"304, Sector",Ludhiana,PB,141001,Office hours only
Horizon Wholesale,horizon.wholesale@fastmail.com,+91-7983010046,7.28,31,TOOL-4118,Platform Truck 600lb,"685, Business Center",Kochi,KL,682001,
Reliable Retail,reliable.retail@icloud.com,+91-9694931004,2.55,4,AUDIO-6411,Lithium Battery Pack,"662, Sector",Ahmedabad,GJ,380001,Express delivery
Zenith Group,zenith.group@icloud.com,+91-7460162617,3.27,16,ELEC-9600,USB-C Cable 3ft,"211, Lake View Rd",Indore,MP,452001,Leave at front door
PrimeSourcing,primesourcing@company.in,+91-8717823449,298.46,1,PRINT-9805,Nitrile Gloves M 100pk,"238, MG Road",Varanasi,UP,221001,Leave at front door
Delta Commerce,delta.commerce@company.in,+91-9884354744,599.81,35,CHARG-0672,Shipping Box L,"859, Bazaar Street",Pune,MH,411001,Handle with care
Pinnacle Wholesale,pinnacle.wholesale@yahoo.com,+91-9265773871,248.66,28,CASE-3681,Safety Goggles Anti-Fog,"106, Park Ave",Guwahati,AS,781001,
Astra Corporation,astra.corporation@icloud.com,+91-8381717425,21.34,16,PRINT-1724,Car Charger 36W,"863, Station Road",Allahabad,UP,211001,Standard shipping
Astra Corporation,astra.corporation@company.in,+91-9740342931,22.31,41,PACK-1362,Aluminum Widget,"104, Station Road",Nashik,MH,422001,
Vertex Solutions,vertex.solutions@zoho.com,+91-9181144832,18.88,38,ELEC-7994,Platform Truck 600lb,"622, College Road",Agra,UP,282001,Standard shipping
Crest Enterprises,crest.enterprises@proton.me,+91-8934494237,7.16,43,ELEC-9432,Power Adapter 100W,"121, Hospital Road",Goa,GA,403001,Handle with care
Quantum Distribution,quantum.distribution@rediffmail.com,+91-8442570390,89.38,26,RACK-8565,Smart Gadget Pro,"963, Sector",Kochi,KL,682001,
Eclipse Logistics,eclipse.logistics@proton.me,+91-8077922950,128.71,14,CASE-6753,Plastic Widget XL,"747, Lake View Rd",Delhi,DL,110001,
Phoenix Trade,phoenix.trade@company.in,+91-7906468459,4.40,44,GADGET-5317,Address Label 100pk,"716, MG Road",Amritsar,PB,143001,Gift wrap please
Pinnacle Wholesale,pinnacle.wholesale@outlook.com,+91-8315055683,350.58,36,BATT-8190,Basic Tool Set,"342, Ring Road",Bhopal,MP,462001,
Nova Distributors,nova.distributors@fastmail.com,+91-7296393814,28.40,21,PACK-5127,Mobile Computer PDA,"510, MG Road",Ludhiana,PB,141001,
NexGen Logistics,nexgen.logistics@proton.me,+91-8434457377,19.39,17,BATT-2762,Air Purifier Filter,"17, Park Ave",Indore,MP,452001,
Reliable Retail,reliable.retail@icloud.com,+91-8834780550,200.23,33,BATT-6521,Mobile Computer PDA,"713, Park Ave",Rajkot,GJ,360001,
Reliable Retail,reliable.retail@yahoo.com,+91-8325944520,91.65,46,CABLE-5574,Utility Cart 300lb,"363, Sector",Chennai,TN,600001,
PrimeSourcing,primesourcing@proton.me,+91-8061139468,15.44,48,LABEL-0669,Noise Canceling Headphones,"562, Industrial Blvd",Kolkata,WB,700001,Handle with care
Titan Trading,titan.trading@company.in,+91-7803939600,61.32,32,LABEL-3539,USB-C Cable 3ft,"13, Business Center",Delhi,DL,110001,Gift wrap please
Quantum Distribution,quantum.distribution@gmail.com,+91-7629964044,4.22,29,BATT-8497,Pallet Rack 96in,"410, MG Road",Chandigarh,CH,160001,Office hours only
Crest Enterprises,crest.enterprises@proton.me,+91-8413358526,8.20,46,PACK-3846,Air Purifier Filter,"554, Ring Road",Nashik,MH,422001,Leave at front door
GlobalMart,globalmart@outlook.com,+91-7421922664,151.17,45,UNIF-7795,Utility Cart 300lb,"322, Park Ave",Varanasi,UP,221001,Office hours only
Vertex Solutions,vertex.solutions@icloud.com,+91-8815539355,5.86,47,LABEL-4410,Wire Shelving Unit 5-tier,"857, Main St",Ludhiana,PB,141001,
Delta Commerce,delta.commerce@icloud.com,+91-7072483394,249.73,32,LABEL-9159,Receipt Printer Thermal,"59, Bazaar Street",Vadodara,GJ,390001,Fragile items
Apex Ventures,apex.ventures@zoho.com,+91-7904684678,3.25,5,CHARG-0452,Barcode Scanner USB,"503, Sector",Lucknow,UP,226001,
Polaris Retail,polaris.retail@outlook.com,+91-9210749932,24.23,14,FILTER-3811,Wire Shelving Unit 5-tier,"818, Bazaar Street",Tiruvananthapuram,KL,695001,
Vega Exports,vega.exports@proton.me,+91-8030410888,201.91,50,SCAN-0868,Shipping Box S,"602, Park Ave",Lucknow,UP,226001,Office hours only
Helix Suppliers,helix.suppliers@yahoo.com,+91-7637742610,4.91,34,SCAN-2939,AA Rechargeable 4pk,"31, MG Road",Ahmedabad,GJ,380001,
Cascade Imports,cascade.imports@zoho.com,+91-8880899830,23.37,22,PACK-6678,Shipping Box L,"714, Lake View Rd",Pune,MH,411001,Standard shipping
PrimeSourcing,primesourcing@rediffmail.com,+91-8410243031,29.41,7,GLOVE-1487,AA Rechargeable 4pk,"267, Sector",Nagpur,MH,440001,
Reliable Retail,reliable.retail@nexusmail.com,+91-9463522324,298.32,42,UNIF-4224,Plastic Widget XL,"901, Tower Road",Amritsar,PB,143001,Express delivery
TechStart Inc,techstart.inc@fastmail.com,+91-8733811648,5.37,44,WIDGET-5356,Shipping Box L,"314, Main St",Hyderabad,TS,500001,Rush delivery needed
Vertex Solutions,vertex.solutions@icloud.com,+91-8632533827,18.74,5,CART-3578,Shipping Box S,"100, College Road",Allahabad,UP,211001,Office hours only
Titan Trading,titan.trading@outlook.com,+91-9772033264,21.56,37,UNIF-2439,Thermal Label 4x6 250pk,"32, Tower Road",Allahabad,UP,211001,
TechStart Inc,techstart.inc@fastmail.com,+91-7591187346,13.42,20,UNIF-2743,Power Adapter 100W,"510, Technology Park",Pune,MH,411001,
Nova Distributors,nova.distributors@outlook.com,+91-8467725254,351.32,30,CART-1073,Water Filter Cartridge,"253, Ring Road",Srinagar,JK,190001,
PrimeSourcing,primesourcing@nexusmail.com,+91-8574296462,11.16,13,RACK-1619,Safety Goggles Anti-Fog,"94, MG Road",Mysore,KA,570001,Rush delivery needed
Atlas Merchants,atlas.merchants@rediffmail.com,+91-8291681615,130.80,37,PRINT-3293,Phone Case Silicone,"329, Industrial Blvd",Goa,GA,403001,Weekend delivery
Delta Commerce,delta.commerce@nexusmail.com,+91-7269974286,9.61,41,WIDGET-8049,Power Adapter 100W,"330, Market Complex",Meerut,UP,250001,Standard shipping
Sigma Networks,sigma.networks@icloud.com,+91-7941099660,21.96,20,GADGET-8644,Smart Gadget Pro,"193, Park Ave",Visakhapatnam,AP,530001,
Elite Traders,elite.traders@icloud.com,+91-8750713665,199.24,12,GADGET-4964,Shipping Box L,"193, Ring Road",Bhubaneswar,OD,751001,Rush delivery needed
Omega Brands,omega.brands@gmail.com,+91-8667058604,23.09,48,GADGET-3515,Power Adapter 100W,"469, Industrial Blvd",Coimbatore,TN,641001,Fragile items
Horizon Wholesale,horizon.wholesale@nexusmail.com,+91-9098590349,24.97,5,WIDGET-0742,Shipping Box L,"211, Bazaar Street",Varanasi,UP,221001,Office hours only
Polaris Retail,polaris.retail@yahoo.com,+91-8083833207,150.63,1,PACK-3742,Shipping Box M,"940, College Road",Meerut,UP,250001,
Zenith Group,zenith.group@gmail.com,+91-7846065422,88.97,10,RACK-5075,Smart Bulb WiFi,"963, Bazaar Street",Lucknow,UP,226001,
Atlas Merchants,atlas.merchants@company.in,+91-8235746449,29.65,45,LIGHT-7999,Wireless Charger Pad,"615, Main St",Kochi,KL,682001,Standard shipping
Atlas Merchants,atlas.merchants@proton.me,+91-7730619243,23.51,45,PRINT-1875,USB-C Hub 7-in-1,"163, Bazaar Street",Bangalore,KA,560001,
Vertex Solutions,vertex.solutions@zoho.com,+91-7840499247,199.30,12,PACK-4667,Utility Cart 300lb,"294, Business Center",Ahmedabad,GJ,380001,
Phoenix Trade,phoenix.trade@icloud.com,+91-7283482712,44.57,7,GLOVE-3290,HDMI Cable 6ft,"531, Main St",Nashik,MH,422001,Gift wrap please
Sigma Networks,sigma.networks@zoho.com,+91-7604420958,58.14,8,TOOL-3961,Tamper Seal 100pk,"631, Ring Road",Kolkata,WB,700001,Standard shipping
Delta Commerce,delta.commerce@outlook.com,+91-9512634768,90.64,39,LIGHT-5209,Smart Gadget Pro,"583, Main St",Vadodara,GJ,390001,Weekend delivery
PrimeSourcing,primesourcing@rediffmail.com,+91-7184961290,4.84,12,PACK-2509,Phone Case Silicone,"518, Park Ave",Nashik,MH,422001,
Quantum Distribution,quantum.distribution@outlook.com,+91-7227342214,23.09,22,SCAN-8660,Phone Case Silicone,"571, Industrial Blvd",Indore,MP,452001,Express delivery
PrimeSourcing,primesourcing@fastmail.com,+91-8697580028,45.73,4,WIDGET-2784,Air Purifier Filter,"380, Main St",Varanasi,UP,221001,Standard shipping
PrimeSourcing,primesourcing@yahoo.com,+91-9666360793,7.00,1,RACK-1961,Bluetooth Speaker,"781, MG Road",Ludhiana,PB,141001,Rush delivery needed
TechStart Inc,techstart.inc@icloud.com,+91-8872694513,15.59,5,PACK-4628,Mobile Computer PDA,"397, Lake View Rd",Bhubaneswar,OD,751001,Express delivery
Cascade Imports,cascade.imports@nexusmail.com,+91-8490872800,29.37,40,CABLE-7442,Utility Cart 300lb,"901, Ring Road",Mysore,KA,570001,
Quantum Distribution,quantum.distribution@outlook.com,+91-7842831013,21.84,41,PACK-0344,Tamper Seal 100pk,"825, Business Center",Meerut,UP,250001,Standard shipping
PrimeSourcing,primesourcing@gmail.com,+91-7409692116,201.40,27,PACK-3410,Bubble Wrap Roll,"432, Bazaar Street",Guwahati,AS,781001,Standard shipping
Orion Industries,orion.industries@zoho.com,+91-8068297211,8.84,29,PACK-2181,Safety Goggles Anti-Fog,"211, Technology Park",Vadodara,GJ,390001,Call before delivery
Reliable Retail,reliable.retail@nexusmail.com,+91-8796363504,599.44,47,PACK-5029,Smart Bulb WiFi,"403, Industrial Blvd",Indore,MP,452001,Express delivery
Sigma Networks,sigma.networks@yahoo.com,+91-9538191735,24.19,42,SEAL-0834,LED Desk Lamp,"223, Ring Road",Bhubaneswar,OD,751001,
Omega Brands,omega.brands@outlook.com,+91-7078137060,8.71,34,PACK-9297,AA Rechargeable 4pk,"280, Station Road",Visakhapatnam,AP,530001,Express delivery
Titan Trading,titan.trading@icloud.com,+91-7648129750,13.29,42,SEAL-5186,Address Label 100pk,"252, College Road",Lucknow,UP,226001,
Astra Corporation,astra.corporation@outlook.com,+91-8738692324,601.72,21,GADGET-1591,Precision Tool Kit,"88, Main St",Mysore,KA,570001,Office hours only
Acme Corp,acme.corp@gmail.com,+91-7665229739,41.72,6,LIGHT-5040,Precision Tool Kit,"372, Tower Road",Srinagar,JK,190001,Call before delivery
Cascade Imports,cascade.imports@rediffmail.com,+91-7993623303,25.80,31,CART-2619,USB-C Cable 3ft,"168, Sector",Vadodara,GJ,390001,Leave at front door
InnovateTech,innovatetech@fastmail.com,+91-9293346861,350.20,11,AUDIO-1858,USB-C Cable 3ft,"932, Lake View Rd",Kochi,KL,682001,Express delivery
InnovateTech,innovatetech@gmail.com,+91-9513712615,14.51,25,RACK-5938,Thermal Label 4x6 250pk,"599, Tower Road",Jaipur,RJ,302001,Fragile items
NexGen Logistics,nexgen.logistics@zoho.com,+91-7278558492,129.37,32,TOOL-2904,HDMI Cable 6ft,"640, Business Center",Delhi,DL,110001,Call before delivery
Titan Trading,titan.trading@proton.me,+91-7957920888,41.84,8,PACK-9877,Cut Resistant Gloves L,"17, Tower Road",Lucknow,UP,226001,Call before delivery
Horizon Wholesale,horizon.wholesale@icloud.com,+91-8682346732,8.40,11,UNIF-0385,Cut Resistant Gloves L,"327, Bazaar Street",Kochi,KL,682001,Gift wrap please
NexGen Logistics,nexgen.logistics@gmail.com,+91-8105915302,29.04,45,CHARG-7506,Basic Tool Set,"341, Market Complex",Agra,UP,282001,Standard shipping
TechStart Inc,techstart.inc@outlook.com,+91-7654171619,128.07,48,PACK-6364,Smart Gadget Pro,"712, MG Road",Mumbai,MH,400001,Standard shipping
Pinnacle Wholesale,pinnacle.wholesale@proton.me,+91-8391063371,24.40,24,FILTER-2169,Shipping Box S,"737, Business Center",Srinagar,JK,190001,
Omega Brands,omega.brands@nexusmail.com,+91-9201321114,18.32,19,FILTER-8337,USB-C Hub 7-in-1,"24, Hospital Road",Mysore,KA,570001,Express delivery
PrimeSourcing,primesourcing@yahoo.com,+91-8874041056,19.48,5,TOOL-1236,Aluminum Widget,"741, Main St",Agra,UP,282001,Fragile items
Astra Corporation,astra.corporation@rediffmail.com,+91-8509892706,250.49,10,FILTER-1734,Mobile Computer PDA,"125, Main St",Ahmedabad,GJ,380001,
Polaris Retail,polaris.retail@outlook.com,+91-7300110503,23.73,48,SEAL-3819,Smart Bulb WiFi,"52, Station Road",Indore,MP,452001,
GlobalMart,globalmart@proton.me,+91-7646574920,10.76,41,SCAN-3049,Nitrile Gloves M 100pk,"295, Station Road",Varanasi,UP,221001,
Titan Trading,titan.trading@icloud.com,+91-7576235915,20.02,29,CHARG-2358,Utility Cart 300lb,"590, Technology Park",Hyderabad,TS,500001,Handle with care
Polaris Retail,polaris.retail@yahoo.com,+91-7746131289,21.38,13,PACK-9705,Phone Case Silicone,"616, Sector",Ahmedabad,GJ,380001,
Vega Exports,vega.exports@company.in,+91-7788979540,31.29,28,WIDGET-4124,Phone Case Silicone,"773, Industrial Blvd",Bhopal,MP,462001,
GlobalMart,globalmart@gmail.com,+91-9031166373,6.60,32,TOOL-7307,Aluminum Widget,"763, MG Road",Ahmedabad,GJ,380001,Rush delivery needed
GlobalMart,globalmart@rediffmail.com,+91-8865144398,90.70,45,FILTER-7386,Shipping Box S,"761, Hospital Road",Allahabad,UP,211001,Handle with care
Sigma Networks,sigma.networks@rediffmail.com,+91-7623539899,19.24,20,RACK-2795,Smart Gadget Pro,"708, Ring Road",Mysore,KA,570001,
Orion Industries,orion.industries@zoho.com,+91-8481630012,12.84,21,CABLE-6318,Packing Tape 36yd,"973, Main St",Guwahati,AS,781001,Express delivery
Phoenix Trade,phoenix.trade@outlook.com,+91-7045766935,298.59,25,BATT-2475,Pallet Rack 96in,"969, Industrial Blvd",Varanasi,UP,221001,Call before delivery
Reliable Retail,reliable.retail@yahoo.com,+91-7648012841,13.59,26,GLOVE-6427,Lithium Battery Pack,"311, College Road",Delhi,DL,110001,Call before delivery
Phoenix Trade,phoenix.trade@fastmail.com,+91-8635566735,39.94,15,SEAL-2619,Cut Resistant Gloves L,"993, MG Road",Faridabad,HR,121001,
TechStart Inc,techstart.inc@rediffmail.com,+91-7948028543,40.81,5,AUDIO-8500,Cut Resistant Gloves L,"823, Technology Park",Kolkata,WB,700001,Office hours only
Orion Industries,orion.industries@zoho.com,+91-8017899660,298.62,20,SCAN-7029,Mobile Computer PDA,"125, Tower Road",Mumbai,MH,400001,
PrimeSourcing,primesourcing@fastmail.com,+91-7419858439,8.22,22,RACK-7759,Precision Tool Kit,"19, Lake View Rd",Meerut,UP,250001,
Apex Ventures,apex.ventures@proton.me,+91-9957450964,40.74,14,PRINT-7802,Car Charger 36W,"569, Ring Road",Agra,UP,282001,
Crest Enterprises,crest.enterprises@rediffmail.com,+91-9986440005,41.12,9,RACK-9985,Noise Canceling Headphones,"833, College Road",Indore,MP,452001,Office hours only
Quantum Distribution,quantum.distribution@zoho.com,+91-8258729445,40.03,2,SCAN-5270,Basic Tool Set,"542, Lake View Rd",Chandigarh,CH,160001,Handle with care
Delta Commerce,delta.commerce@icloud.com,+91-9592846203,24.55,5,CABLE-5961,Smart Gadget Lite,"486, Technology Park",Faridabad,HR,121001,Gift wrap please
Quantum Distribution,quantum.distribution@gmail.com,+91-9567945750,599.92,23,FILTER-7942,Air Purifier Filter,"620, Bazaar Street",Varanasi,UP,221001,Fragile items
Omega Brands,omega.brands@nexusmail.com,+91-7198435551,88.47,39,UNIF-8260,Phone Case Silicone,"255, Hospital Road",Indore,MP,452001,
Zenith Group,zenith.group@proton.me,+91-7082813777,28.81,20,PRINT-6905,Basic Tool Set,"378, Lake View Rd",Mumbai,MH,400001,Leave at front door
Helix Suppliers,helix.suppliers@outlook.com,+91-8455351168,9.21,41,ELEC-4482,Address Label 100pk,"283, Technology Park",Vadodara,GJ,390001,Office hours only
Polaris Retail,polaris.retail@icloud.com,+91-7055526241,80.34,19,GADGET-5350,Platform Truck 600lb,"489, Ring Road",Guwahati,AS,781001,Call before delivery
PrimeSourcing,primesourcing@rediffmail.com,+91-8061361843,15.51,36,BATT-5352,Mobile Computer PDA,"857, Hospital Road",Visakhapatnam,AP,530001,
TechStart Inc,techstart.inc@company.in,+91-7183027284,128.15,37,GLOVE-1047,Precision Tool Kit,"144, Industrial Blvd",Varanasi,UP,221001,Weekend delivery
InnovateTech,innovatetech@fastmail.com,+91-8170054323,148.36,46,TOOL-6761,Water Filter Cartridge,"769, Park Ave",Surat,GJ,395001,Call before delivery
Sigma Networks,sigma.networks@proton.me,+91-8297530314,11.66,4,CART-1466,Smart Bulb WiFi,"460, Industrial Blvd",Bhubaneswar,OD,751001,
InnovateTech,innovatetech@company.in,+91-7079316879,50.57,16,PRINT-3695,Nitrile Gloves M 100pk,"44, Main St",Ludhiana,PB,141001,Weekend delivery
Quantum Distribution,quantum.distribution@nexusmail.com,+91-9477193142,22.27,9,PACK-0316,Warehouse Vest Orange,"784, Business Center",Lucknow,UP,226001,Standard shipping
Sigma Networks,sigma.networks@gmail.com,+91-7117937372,58.15,36,AUDIO-9548,Cut Resistant Gloves L,"8, Ring Road",Kochi,KL,682001,Office hours only
Polaris Retail,polaris.retail@yahoo.com,+91-8757110963,79.58,33,PRINT-4611,Car Charger 36W,"570, Ring Road",Allahabad,UP,211001,Fragile items
Vega Exports,vega.exports@proton.me,+91-8071744123,89.02,13,PACK-1953,Receipt Printer Thermal,"293, Lake View Rd",Surat,GJ,395001,Gift wrap please
Acme Corp,acme.corp@zoho.com,+91-7136560784,11.81,50,ELEC-3369,LED Desk Lamp,"778, Tower Road",Udaipur,RJ,313001,Handle with care
Astra Corporation,astra.corporation@company.in,+91-9122892066,29.43,38,AUDIO-9288,Wireless Charger Pad,"223, Market Complex",Bhopal,MP,462001,Rush delivery needed
Acme Corp,acme.corp@company.in,+91-8637060930,21.43,14,FILTER-7502,Bubble Wrap Roll,"617, Hospital Road",Mumbai,MH,400001,Gift wrap please
NexGen Logistics,nexgen.logistics@zoho.com,+91-9809342573,89.13,36,TOOL-1758,Aluminum Widget,"874, Main St",Chandigarh,CH,160001,
Nova Distributors,nova.distributors@gmail.com,+91-9387984463,29.20,18,BATT-1594,Smart Gadget Lite,"377, Technology Park",Mumbai,MH,400001,Standard shipping
Atlas Merchants,atlas.merchants@nexusmail.com,+91-9141812935,5.29,48,CASE-0574,USB-C Hub 7-in-1,"310, Industrial Blvd",Coimbatore,TN,641001,Standard shipping
Pinnacle Wholesale,pinnacle.wholesale@zoho.com,+91-9597713980,300.97,8,GLOVE-2861,Aluminum Widget,"116, Park Ave",Bhopal,MP,462001,
Astra Corporation,astra.corporation@nexusmail.com,+91-9303183823,349.08,38,GLOVE-1037,USB-C Cable 3ft,"221, Park Ave",Guwahati,AS,781001,Rush delivery needed
Zenith Group,zenith.group@proton.me,+91-8351432940,19.72,3,WIDGET-9450,Smart Gadget Pro,"673, Park Ave",Delhi,DL,110001,Express delivery
Helix Suppliers,helix.suppliers@company.in,+91-7079997981,13.80,47,CHARG-3082,Noise Canceling Headphones,"707, Lake View Rd",Meerut,UP,250001,Leave at front door
Vertex Solutions,vertex.solutions@gmail.com,+91-8600840345,10.23,37,GADGET-4695,Shipping Box M,"91, Tower Road",Bangalore,KA,560001,
Apex Ventures,apex.ventures@zoho.com,+91-9379682223,79.48,35,CART-2388,Air Purifier Filter,"753, MG Road",Chandigarh,CH,160001,Call before delivery
Apex Ventures,apex.ventures@proton.me,+91-9514348331,12.48,38,CABLE-8103,Utility Cart 300lb,"418, Ring Road",Nagpur,MH,440001,Call before delivery
Orion Industries,orion.industries@yahoo.com,+91-8528869083,26.69,9,CART-2692,Smart Gadget Pro,"352, Market Complex",Nashik,MH,422001,
Cascade Imports,cascade.imports@outlook.com,+91-9788885195,301.32,35,CABLE-3373,Bubble Wrap Roll,"84, College Road",Srinagar,JK,190001,Fragile items
Orion Industries,orion.industries@yahoo.com,+91-7013243386,90.07,35,CART-2699,Bluetooth Speaker,"701, Station Road",Udaipur,RJ,313001,Office hours only
Vertex Solutions,vertex.solutions@rediffmail.com,+91-8223381886,40.92,8,PACK-8571,Bubble Wrap Roll,"225, Tower Road",Mysore,KA,570001,
Apex Ventures,apex.ventures@proton.me,+91-9733934684,300.57,15,WIDGET-8266,Power Adapter 100W,"508, Industrial Blvd",Kolkata,WB,700001,Fragile items
Cascade Imports,cascade.imports@yahoo.com,+91-8775993656,12.20,16,ELEC-3130,Plastic Widget XL,"17, Main St",Rajkot,GJ,360001,Gift wrap please
Elite Traders,elite.traders@yahoo.com,+91-7389765301,58.26,12,PACK-6603,Aluminum Widget,"715, Tower Road",Bhopal,MP,462001,Express delivery
Elite Traders,elite.traders@rediffmail.com,+91-8932272710,24.21,24,PRINT-9722,Smart Gadget Pro,"696, Lake View Rd",Visakhapatnam,AP,530001,Office hours only
